timestamp,joint_names,desired_positions,actual_positions,error_positions,desired_velocities,actual_velocities
1755197447.4883084,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5029314177196222, -2.0737177119982055, -0.5029244285180903, -2.07372412168497, -0.502934676155703, -0.5029293276043729]","[-0.4908049742328089, -2.0616027317442835, -0.4907764196395874, -2.061554094354147, -0.49068957964052373, -0.4907334486590784]","[-0.012126443486813354, -0.012114980253921992, -0.01214800887850287, -0.012170027330823174, -0.012245096515179243, -0.012195878945294503]","[-0.3718789889114009, -0.37189219712822563, -0.3718881904802185, -0.37188375851423094, -0.3718746990474302, -0.37188174063335566]","[-0.38038238883018494, -0.37597596645355225, -0.3769834041595459, -0.3615627586841583, -0.3652576804161072, -0.386845201253891]"
1755197447.5938594,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5213157493153819, -2.092102696559702, -0.5213092150056224, -2.0921086890723783, -0.5213187956763412, -0.5213137952351614]","[-0.5094531218158167, -2.0802513561644496, -0.5093415379524231, -2.080339571038717, -0.5093453566180628, -0.5094340483294886]","[-0.011862627499565237, -0.011851340395252485, -0.011967677053199344, -0.011769118033661208, -0.011973439058278412, -0.011879746905672839]","[-0.36303065397213086, -0.3630435479181042, -0.3630396366026234, -0.3630353100890027, -0.36302646617941026, -0.36303334022075084]","[-0.3677316904067993, -0.36560097336769104, -0.36942601203918457, -0.37014859914779663, -0.376787006855011, -0.3570743501186371]"
1755197447.594269,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5392290675352496, -2.1100166510160827, -0.5392229764627665, -2.110022237042826, -0.5392319072545304, -0.5392272460047896]","[-0.5276430288897913, -2.0985542736449183, -0.5277665257453918, -2.098312040368551, -0.5276487509356897, -0.5276520887957972]","[-0.011586038645458263, -0.0114623773711644, -0.011456450717374667, -0.011710196674274975, -0.01158315631884066, -0.011575157208992382]","[-0.35381498431010683, -0.3538275509384132, -0.35382373891314667, -0.35381952222970114, -0.3538109028260792, -0.3538176023672954]","[-0.36133745312690735, -0.36234378814697266, -0.35740649700164795, -0.3731819987297058, -0.36619824171066284, -0.36847925186157227]"
1755197447.6492872,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.55668079298416, -2.1274689963068787, -0.5566751337275568, -2.1274741863220727, -0.5566834313865328, -0.556679100587901]","[-0.5453890005694788, -2.1162225208678187, -0.5454067587852478, -2.116270204583639, -0.5453007856952112, -0.5454052130328577]","[-0.011291792414681145, -0.011246475439059989, -0.011268374942309034, -0.011203981738433733, -0.011382645691321525, -0.011273887555043327]","[-0.34421797277069843, -0.34423019853702264, -0.3442264899105718, -0.34422238760204404, -0.34421400199438823, -0.344220519814713]","[-0.3507087230682373, -0.350791335105896, -0.3521355390548706, -0.34448257088661194, -0.34341001510620117, -0.36471256613731384]"
1755197447.6779642,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5736551961188929, -2.1444440023301956, -0.573649956867569, -2.1444488071651557, -0.5736576387105785, -0.573653629324884]","[-0.5626395384417933, -2.1336590252318324, -0.562739908695221, -2.1333610020079554, -0.56274921098818, -0.5627220312701624]","[-0.011015657677099666, -0.010784977098363235, -0.010910048172348086, -0.011087805157200314, -0.010908427722398528, -0.010931598054721547]","[-0.33423674905435763, -0.33424862031243885, -0.3342450192243307, -0.3342410358696706, -0.3342328934179004, -0.3342392222422168]","[-0.3426567316055298, -0.3415810465812683, -0.3402687609195709, -0.35198894143104553, -0.33509770035743713, -0.3403109312057495]"
1755197447.7589936,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.5901000071186515, -2.1608893974087433, -0.5900951747686709, -2.1608938290808832, -0.5901022600088368, -0.5900985620081709]","[-0.5794943014727991, -2.150382181207174, -0.5796265602111816, -2.150424142877096, -0.5794828573810022, -0.5794032255755823]","[-0.010605705645852392, -0.010507216201569136, -0.010468614557489264, -0.010469686203787187, -0.010619402627834562, -0.010695336432588576]","[-0.32389153682189686, -0.32390304064376796, -0.32389955101563794, -0.3238956909527746, -0.32388780052413435, -0.3238939334602642]","[-0.3327401280403137, -0.33036479353904724, -0.3323275148868561, -0.3284260630607605, -0.3320196568965912, -0.34273090958595276]"
1755197447.80035,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.606049864333456, -2.176839821122808, -0.6060454266379542, -2.176843890863534, -0.6060519332317515, -0.6060485372440885]","[-0.595712963734762, -2.166597982446188, -0.5957323312759399, -2.166375299493307, -0.595804516469137, -0.5957649389850062]","[-0.010336900598693965, -0.010241838676620318, -0.010313095362014302, -0.010468591370226932, -0.010247416762614536, -0.010283598259082316]","[-0.3131479035660889, -0.3131590258008261, -0.31315565192528827, -0.31315191990250923, -0.3131442912030651, -0.3131502207068446]","[-0.32217535376548767, -0.31594982743263245, -0.31828248500823975, -0.3187626004219055, -0.32738029956817627, -0.31068700551986694]"
1755197447.8427997,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6214109122506086, -2.1922014146261803, -0.6214068546404139, -2.1922051357966517, -0.6214128039493101, -0.6214096988254549]","[-0.6114710013019007, -2.1823302708067835, -0.6115184426307678, -2.1824337444701136, -0.6113875547992151, -0.6115148703204554]","[-0.009939910948707942, -0.0098711438193968, -0.009888412009646075, -0.009771391326538037, -0.01002524915009495, -0.009894828504999564]","[-0.3020572003029527, -0.30206792862349263, -0.3020646742399007, -0.3020610743935046, -0.3020537158783434, -0.30205943537794866]","[-0.3079414367675781, -0.3140384554862976, -0.3101995885372162, -0.31501123309135437, -0.298888623714447, -0.30946585536003113]"
1755197447.8886023,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6362501321720482, -2.2070411615998067, -0.6362464417353355, -2.2070445460412538, -0.6362518526907774, -0.636249028549837]","[-0.6266744772540491, -2.197585245172018, -0.6266016364097595, -2.1972667179503382, -0.6267383734332483, -0.6265423933612269]","[-0.009575654917999055, -0.009455916427788758, -0.009644805325575989, -0.009777828090915541, -0.0095134792575291, -0.009706635188610147]","[-0.29055730829008697, -0.2905676281630627, -0.29056449768004255, -0.29056103488664453, -0.2905539565241486, -0.2905594582715276]","[-0.29951125383377075, -0.2970587909221649, -0.29835519194602966, -0.29975563287734985, -0.3096543252468109, -0.2857287526130676]"
1755197447.9318712,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6504770188035158, -2.221268553534905, -0.6504736803890483, -2.22127161514229, -0.6504785752059326, -0.6504760204532818]","[-0.6412923971759241, -2.212198873559469, -0.641387939453125, -2.2122913799681605, -0.6412947813617151, -0.6412046591388147]","[-0.009184621627591705, -0.00906967997543573, -0.009085740935923292, -0.008980235174129714, -0.009183793844217414, -0.009271361314467041]","[-0.27870264909794473, -0.27871254792290845, -0.2787095451627448, -0.2787062236503757, -0.27869943408314546, -0.27870471136072705]","[-0.2889229953289032, -0.2839776873588562, -0.2873706817626953, -0.2873004078865051, -0.2926102578639984, -0.2988728880882263]"
1755197447.9803836,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.664103717931368, -2.2348957366492206, -0.6641007166884356, -2.234898489041895, -0.6641051171410217, -0.664102820412017]","[-0.6552756468402308, -2.2261768780150355, -0.6553012728691101, -2.2260309658446253, -0.6554105917560022, -0.6552985350238245]","[-0.008828071091137257, -0.00871885863418509, -0.008799443819325514, -0.008867523197269467, -0.00869452538501947, -0.008804285388192445]","[-0.2664697474972344, -0.2664792118399566, -0.26647634087785677, -0.26647316515432107, -0.2664666735968446, -0.26647171924255053]","[-0.27266523241996765, -0.27348077297210693, -0.2743595838546753, -0.2789197862148285, -0.26951655745506287, -0.2889970541000366]"
1755197448.028818,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6771079737610823, -2.24790045435776, -0.6771052942882918, -2.2479029116601, -0.6771092229582585, -0.6771071724668409]","[-0.6687400976764124, -2.2394987545409144, -0.6687209010124207, -2.2397014103331507, -0.6686256567584437, -0.6686599890338343]","[-0.008367876084669934, -0.008401699816845465, -0.00838439327587115, -0.008201501326949412, -0.00848356619981483, -0.008447183433006655]","[-0.25386167633214796, -0.2538706928675385, -0.2538679577456038, -0.2538649322820834, -0.2538587478739902, -0.25386355478392675]","[-0.26365402340888977, -0.2628105580806732, -0.2627401053905487, -0.2633695900440216, -0.2688460052013397, -0.2682649493217468]"
1755197448.0878913,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.6894792181144582, -2.260272138106969, -0.6894768447489223, -2.260274314683162, -0.6894803246013528, -0.6894785083613519]","[-0.6815288702594202, -2.252401968041891, -0.6816036701202393, -2.252303262750143, -0.6816161314593714, -0.681380573903219]","[-0.007950347855038009, -0.007870170065078064, -0.007873174628683088, -0.007971051933019169, -0.00786419314198139, -0.008097934458132894]","[-0.24086979648517648, -0.24087835158130555, -0.24087575643471504, -0.24087288580535127, -0.24086701789673137, -0.24087157880342214]","[-0.24986852705478668, -0.24934817850589752, -0.2468809336423874, -0.24681571125984192, -0.2614862620830536, -0.23866884410381317]"
1755197448.163213,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7011906357977209, -2.271983971750662, -0.7011885522130517, -2.2719858825733805, -0.7011916071858593, -0.7011900127033559]","[-0.693725887929098, -2.2645017109312953, -0.6935693621635437, -2.264376302758688, -0.6936662832843226, -0.6937621275531214]","[-0.007464747868622945, -0.007482260819366537, -0.007619190049507951, -0.00760957981469268, -0.007525323901536707, -0.0074278851502345145]","[-0.22750172047556583, -0.22750980077088157, -0.22750734965279684, -0.22750463834100665, -0.22749909609649888, -0.22750340387661194]","[-0.23793283104896545, -0.23484432697296143, -0.23509038984775543, -0.25218063592910767, -0.22964860498905182, -0.23932546377182007]"
1755197448.2207525,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.71222381027611, -2.2830175380999687, -0.7122219996902315, -2.283019198559792, -0.7122246543894653, -0.7122232688218197]","[-0.7051995436297815, -2.27606262783193, -0.7052463293075562, -2.2760454616942347, -0.7051437536822718, -0.7052195707904261]","[-0.007024266646328492, -0.006954910268038628, -0.006975670382675325, -0.006973736865557356, -0.0070809007071934715, -0.007003698031393668]","[-0.2137571217773262, -0.2137647138986789, -0.21376241086577963, -0.21375986335887132, -0.21375465595106968, -0.2137587034750894]","[-0.22033175826072693, -0.22403104603290558, -0.22440990805625916, -0.20473746955394745, -0.22179992496967316, -0.21731774508953094]"
1755197448.2283146,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7225689476004384, -2.2933630428578464, -0.722567392988938, -2.293364468567594, -0.7225696723759625, -0.7225684826950856]","[-0.7159698645221155, -2.2866999111571253, -0.7159984111785889, -2.286699434319967, -0.7159717718707483, -0.7159083525287073]","[-0.006599083078322909, -0.006663131700721081, -0.00656898181034915, -0.006665034247626878, -0.006597900505214138, -0.006660130166378231]","[-0.19962316313158723, -0.19963025324987993, -0.1996281024971549, -0.19962572343542861, -0.19962086034965898, -0.19962464024499527]","[-0.20812682807445526, -0.2111719399690628, -0.2087501883506775, -0.20602068305015564, -0.216871976852417, -0.1914370059967041]"
1755197448.2775664,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7321752985688876, -2.3029697350199902, -0.732173981651643, -2.3029709427440768, -0.732175912528958, -0.7321749047458161]","[-0.7260368506060999, -2.2968603573241175, -0.7259179949760437, -2.296727319756979, -0.7259448210345667, -0.7260621229754847]","[-0.00613844796278773, -0.00610937769587272, -0.006255986675599345, -0.006243622987097908, -0.006231091494391272, -0.006112781770331477]","[-0.18514649801462313, -0.18515307395777425, -0.1851510791775648, -0.18514887264531543, -0.18514436223036324, -0.18514786800781624]","[-0.19432656466960907, -0.19482693076133728, -0.1950852870941162, -0.1830155849456787, -0.1938142329454422, -0.1825508028268814]"
1755197448.3531399,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7410699429515146, -2.311864695318265, -0.7410688461184503, -2.3118657012066115, -0.7410704543061257, -0.7410696149444447]","[-0.7353413740741175, -2.306355138818258, -0.7354484796524048, -2.3063022098936976, -0.7354238669024866, -0.7353699843036097]","[-0.005728568877397144, -0.005509556500006951, -0.005620366466045468, -0.005563491312913893, -0.005646587403639103, -0.005699630640835007]","[-0.17025784949288503, -0.1702638966282688, -0.1702620622593105, -0.1702600331664592, -0.17025588545878811, -0.1702591093173882]","[-0.17817378044128418, -0.1812870055437088, -0.1792648285627365, -0.18700288236141205, -0.1672224998474121, -0.17935416102409363]"
1755197448.3797317,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7492004604517555, -2.3199955015942675, -0.7491995647957372, -2.3199963229863108, -0.7492008780156039, -0.7492001926065242]","[-0.7440035978900355, -2.3149520359435023, -0.7440444827079773, -2.3148046932616175, -0.7441290060626429, -0.7439168135272425]","[-0.005196862561720028, -0.005043465650765189, -0.0051550820877599435, -0.005191629724693225, -0.0050718719529609935, -0.005283379079281669]","[-0.15501062310415947, -0.1550161286959817, -0.15501445860161556, -0.15501261122160814, -0.15500883495665208, -0.15501177010667266]","[-0.16735972464084625, -0.16081851720809937, -0.16145332157611847, -0.1636897176504135, -0.17524537444114685, -0.16780000925064087]"
1755197448.4495833,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7565630696094696, -2.327358372253548, -0.7565623561297956, -2.3273590265745323, -0.7565634022408729, -0.7565628562439315]","[-0.752211872731344, -2.3229733906187953, -0.7520977258682251, -2.3229266605772914, -0.7522710005389612, -0.7522781530963343]","[-0.004351196878125574, -0.004384981634752538, -0.0044646302615705125, -0.00443236599724095, -0.004292401701911697, -0.004284703147597213]","[-0.13937847770120282, -0.13938342807809723, -0.13938192640546543, -0.13938026532567616, -0.13937686988057396, -0.13937950903351415]","[-0.1486755758523941, -0.15185265243053436, -0.1508418172597885, -0.14974157512187958, -0.1417883336544037, -0.16650624573230743]"
1755197448.5179677,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7631340497205161, -2.333929585749466, -0.7631334988295535, -2.3339300909629004, -0.7631343065514264, -0.7631338849770049]","[-0.759002987538473, -2.3298174343504847, -0.7590076923370361, -2.3298822842040003, -0.7590063253985804, -0.7590497175799769]","[-0.004131062182043177, -0.004112151398981467, -0.00412580649251737, -0.004047806758900041, -0.004127981152846072, -0.0040841673970279935]","[-0.12337040332117866, -0.12337478513108313, -0.12337345593046845, -0.12337198563113017, -0.1233689801640121, -0.12337131620159814]","[-0.13280145823955536, -0.13459350168704987, -0.13602925837039948, -0.13631777465343475, -0.13133558630943298, -0.15007272362709045]"
1755197448.5278134,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7688928435979805, -2.339688584164967, -0.7688924351994411, -2.3396889587008416, -0.7688930339974887, -0.7688927214667167]","[-0.7652729193316858, -2.3361388645567835, -0.7653157711029053, -2.3361546001830042, -0.7652981917010706, -0.7651923338519495]","[-0.0036199242662946496, -0.0035497196081832882, -0.0035766640965357865, -0.0035343585178373438, -0.0035948422964180438, -0.003700387614767209]","[-0.10699230206657351, -0.10699610216705358, -0.10699494942514898, -0.10699367431615459, -0.10699106784136725, -0.10699309375708399]","[-0.11764173209667206, -0.11709003895521164, -0.11777453124523163, -0.12038219720125198, -0.12177002429962158, -0.13180036842823029]"
1755197448.6152976,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7738284686619394, -2.3446243845300527, -0.7738281823877866, -2.344624647067574, -0.7738286021258296, -0.7738283830518782]","[-0.7709024588214319, -2.341783185998434, -0.7709927558898926, -2.341832777062887, -0.7708404699908655, -0.7707331816302698]","[-0.002926009840507504, -0.0028411985316187938, -0.0028354264978940336, -0.002791870004686725, -0.002988132134964072, -0.003095201421608351]","[-0.09021908777030618, -0.09022229212792943, -0.09022132010170858, -0.0902202448919216, -0.09021804703494452, -0.09021975534726545]","[-0.10293696075677872, -0.10003531724214554, -0.09962501376867294, -0.09355531632900238, -0.10498137772083282, -0.09088187664747238]"
1755197448.6399727,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7779079994687388, -2.3487040602316407, -0.777907814136249, -2.348704230197151, -0.7779080858726104, -0.7779079440452024]","[-0.7753594557391565, -2.346224447289938, -0.7753278613090515, -2.346048494378561, -0.7755425612079065, -0.7753470579730433]","[-0.002548543729582242, -0.0024796129417028467, -0.0025799528271974737, -0.0026557358185899105, -0.0023655246647038553, -0.0025608860721590965]","[-0.07310314599400303, -0.07310574243594137, -0.07310495481797186, -0.07310408359193787, -0.07310230270206808, -0.07310368692139546]","[-0.08594197779893875, -0.0830404981970787, -0.08194407820701599, -0.09500341862440109, -0.0953139215707779, -0.09378411620855331]"
1755197448.6848445,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7811301333137046, -2.3519263085187867, -0.7811300277079192, -2.3519264053681908, -0.7811301825481838, -0.7811301017323768]","[-0.7793214956866663, -2.350021024743551, -0.7792666554450989, -2.3499909840025843, -0.7794025580035608, -0.7793453375445765]","[-0.001808637627038312, -0.0019052837752355778, -0.0018633722628202953, -0.0019354213656064267, -0.001727624544622941, -0.0017847641878003806]","[-0.05556834265368216, -0.05557031630301523, -0.055569717606137825, -0.055569055355750185, -0.055567701637012634, -0.05556875383213811]","[-0.06533253937959671, -0.06829961389303207, -0.06611102819442749, -0.0729125440120697, -0.06000806391239166, -0.08062054961919785]"
1755197448.7686677,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7834623896704778, -2.354258647711506, -0.7834623417727595, -2.35425869163775, -0.7834624120008757, -0.7834623753467023]","[-0.7821500937091272, -2.3530084095396937, -0.7820512652397156, -2.3528477154173792, -0.7823093573199671, -0.78217059770693]","[-0.001312295961350518, -0.0012502381718122457, -0.0014110765330439534, -0.0014109762203706744, -0.0011530546809086495, -0.0012917776397722847]","[-0.037681128542879305, -0.03768246688285237, -0.03768206090396364, -0.037681611829170736, -0.037680693866760206, -0.037681407364732245]","[-0.04799841716885567, -0.050159696489572525, -0.048243939876556396, -0.059334684163331985, -0.05561422184109688, -0.057369910180568695]"
1755197448.780154,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7848909683406045, -2.355687277121194, -0.7848909557908499, -2.3556872886303775, -0.7848909741914265, -0.7848909645876105]","[-0.7841656843768519, -2.3550607166686, -0.7841736674308777, -2.354969640771383, -0.7839987913714808, -0.7840836683856409]","[-0.0007252839637525987, -0.0006265604525941271, -0.0007172883599722013, -0.000717647858994308, -0.0008921828199457416, -0.0008072962019696206]","[-0.01941920083038462, -0.019419890552102803, -0.019419681328391114, -0.01941944989494071, -0.01941897681737914, -0.019419344522937587]","[-0.03005337156355381, -0.03232691064476967, -0.03467382863163948, -0.028970127925276756, -0.03159944713115692, -0.027286581695079803]"
1755197448.854001,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7853973453027416, -2.3561936720685814, -0.7853973452824992, -2.3561936720871453, -0.7853973453121781, -0.7853973452966878]","[-0.7851188818560999, -2.3560668430724085, -0.7852157354354858, -2.355971952477926, -0.7852729002581995, -0.7852500120746058]","[-0.00027846344664173017, -0.00012682899617288967, -0.00018160984701331984, -0.0002217196092191287, -0.00012444505397857242, -0.0001473332220820467]","[-0.0007851590333698422, -0.0007851869202659678, -0.0007851784609123058, -0.0007851691035722919, -0.0007851499760540559, -0.0007851648431609348]","[-0.012857891619205475, -0.011831682175397873, -0.012722713872790337, -0.015114158391952515, -0.012235836125910282, -0.01791146956384182]"
1755197448.8883314,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7849678466274704, -2.355764173422367, -0.7849678466274704, -2.355764173422367, -0.7849678466274704, -0.7849678466274704]","[-0.7852061430560511, -2.3561226330199183, -0.7852716445922852, -2.356091638604635, -0.785353962575094, -0.7852996031390589]","[0.00023829642858064215, 0.0003584595975514304, 0.00030379796481472265, 0.0003274651822682273, 0.0003861159476236109, 0.00033175651158845465]","[0.017897132313284155, 0.017897132313284155, 0.017897132313284155, 0.017897132313284155, 0.017897132313284155, 0.017897132313284155]","[0.008978595025837421, 0.008729481138288975, 0.008410203270614147, 0.007417422719299793, 0.00871970597654581, 0.010077095590531826]"
1755197448.9310822,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7836144911038297, -2.354410817898726, -0.7836144911038297, -2.354410817898726, -0.7836144911038297, -0.7836144911038297]","[-0.7843783537494105, -2.3554121456541957, -0.7845799326896667, -2.355403562585348, -0.7845833937274378, -0.7845690886126917]","[0.000763862645580704, 0.001001327755469461, 0.0009654415858370013, 0.0009927446866218048, 0.0009689026236080478, 0.000954597508861954]","[0.03619114877944856, 0.03619114877944856, 0.03619114877944856, 0.03619114877944856, 0.03619114877944856, 0.03619114877944856]","[0.023510854691267014, 0.021943015977740288, 0.021253332495689392, 0.022783739492297173, 0.026799175888299942, 0.023624030873179436]"
1755197448.9937513,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7813520457508245, -2.352148372545721, -0.7813520457508245, -2.352148372545721, -0.7813520457508245, -0.7813520457508245]","[-0.7828624884234827, -2.3537985287108363, -0.7828845977783203, -2.3538409672179164, -0.7829859892474573, -0.7830165068255823]","[0.0015104426726582076, 0.001650156165115213, 0.0015325520274958038, 0.0016925946721952911, 0.001633943496632817, 0.001664461074757817]","[0.0541352099600685, 0.0541352099600685, 0.0541352099600685, 0.0541352099600685, 0.0541352099600685, 0.0541352099600685]","[0.03926966339349747, 0.04028104618191719, 0.04251359775662422, 0.04315279796719551, 0.03594549745321274, 0.03981427848339081]"
1755197449.0551836,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7782076260058726, -2.349003952800769, -0.7782076260058726, -2.349003952800769, -0.7782076260058726, -0.7782076260058726]","[-0.7804749647723597, -2.351309438745016, -0.7804474830627441, -2.3511163196959437, -0.7804845015155237, -0.7803624312030237]","[0.0022673387664871036, 0.0023054859442468434, 0.0022398570568715748, 0.0021123668951745778, 0.002276875509651166, 0.002154805197151166]","[0.07166821979574586, 0.07166821979574586, 0.07166821979574586, 0.07166821979574586, 0.07166821979574586, 0.07166821979574586]","[0.059882186353206635, 0.06251135468482971, 0.06168645620346069, 0.06010287255048752, 0.06763797998428345, 0.05028669536113739]"
1755197449.092748,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7741923512072788, -2.3449886780021756, -0.7741923512072788, -2.3449886780021756, -0.7741923512072788, -0.7741923512072788]","[-0.7767670790301722, -2.34761967281484, -0.7768391370773315, -2.3476883373656214, -0.7767608801471155, -0.7767036596881312]","[0.0025747278228933634, 0.0026309948126646, 0.002646785870052737, 0.00269965936344585, 0.002568528939836723, 0.002511308480852348]","[0.08884095181582484, 0.08884095181582484, 0.08884095181582484, 0.08884095181582484, 0.08884095181582484, 0.08884095181582484]","[0.07723283767700195, 0.07969643920660019, 0.078456811606884, 0.07421277463436127, 0.08507440239191055, 0.06855306029319763]"
1755197449.13628,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7693311527513481, -2.3401274795462443, -0.7693311527513481, -2.3401274795462443, -0.7693311527513481, -0.7693311527513481]","[-0.7726333777057093, -2.343433996240133, -0.7726299166679382, -2.3434487781920375, -0.7724946180926722, -0.7726619879352015]","[0.003302224954361166, 0.003306516693888817, 0.0032987639165901195, 0.0033212986457931137, 0.0031634653413240565, 0.0033308351838533534]","[0.10562553978551845, 0.10562553978551845, 0.10562553978551845, 0.10562553978551845, 0.10562553978551845, 0.10562553978551845]","[0.09557260572910309, 0.09485281258821487, 0.09548632800579071, 0.08437766879796982, 0.08567297458648682, 0.08618571609258652]"
1755197449.1867945,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7636366671034848, -2.3344329938983814, -0.7636366671034848, -2.3344329938983814, -0.7636366671034848, -0.7636366671034848]","[-0.7674821058856409, -2.3383261166014613, -0.7674396634101868, -2.3381978474059046, -0.7674253622638147, -0.7674854437457483]","[0.003845438782156152, 0.003893122703079843, 0.003802996306702, 0.0037648535075232026, 0.00378869516032998, 0.003848776642263574]","[0.12204361430511515, 0.12204361430511515, 0.12204361430511515, 0.12204361430511515, 0.12204361430511515, 0.12204361430511515]","[0.11342666298151016, 0.1083899587392807, 0.10968822240829468, 0.12574005126953125, 0.11740109324455261, 0.12321741878986359]"
1755197449.344001,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.7571358181567533, -2.32793214495165, -0.7571358181567533, -2.32793214495165, -0.7571358181567533, -0.7571358181567533]","[-0.7615135351764124, -2.3322836361327113, -0.7614549398422241, -2.332235952416891, -0.7614434401141565, -0.7614825407611292]","[0.004377717019659055, 0.004351491181061373, 0.004319121685470773, 0.004303807465241061, 0.004307621957403196, 0.004346722604375852]","[0.13807241797722575, 0.13807241797722575, 0.13807241797722575, 0.13807241797722575, 0.13807241797722575, 0.13807241797722575]","[0.12914429605007172, 0.12674671411514282, 0.12676849961280823, 0.12757427990436554, 0.11860883235931396, 0.12138017266988754]"
